date,site_id,point_id,obs_id,obs_no,latitude,longitude,datum,species,unconfirmed_species,unconfirmed_id,diagnostic_material,life_stage,cbh_m,dbh_m,new_tip_growth,epicormic_growth,leaf_dieoff,reproductive_behaviour,mistletoe_load,insect_damage,alive,fallen,recent_fire_evidence,forked_at_ground_level,forked_below_ground_level,visibility,notes,,
12/07/25,HGA,HGA_2,HGA-2-96,1122,-34.560521,150.793022,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree",2,0.42,0.134,3,2,2,3,0,N/A,T,F,F,F,F,sun,,,
12/07/25,HGA,HGA_2,HGA-2-97,1123,-34.56049,150.793047,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree",2,0.8,0.255,1,1,0,3,0,N/A,T,F,F,F,F,sun,covered in climbers,,
12/07/25,HGA,HGA_2,HGA-2-98,1124,-34.560431,150.793029,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree",3,1.2,0.382,3,1,1,3,0,N/A,T,F,F,F,F,sun,,,
12/07/25,HGA,HGA_2,HGA-2-99,1125,-34.560428,150.793029,WGS84,Eucalyptus eugenioides or globoidea,Eucalyptus eugenioides or globoidea,F,"Bark, habit",2,0.58,0.185,3,2,1,2,0,N/A,T,F,F,F,F,sun,,,
12/07/25,HGA,HGA_2,HGA-2-100,1126,-34.560431,150.793021,WGS84,Eucalyptus eugenioides or globoidea,Eucalyptus eugenioides or globoidea,F,"Bark, habit",2,0.3,0.095,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,F,F,sun,dead,,
12/07/25,HGA,HGA_2,HGA-2-101,1127,-34.560424,150.793018,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree",2,1.46,0.465,2,0,2,2,0,N/A,T,F,F,T,F,sun,forked at ground level; 1 fork snapped,,
12/07/25,HGA,HGA_2,HGA-2-102,1128,-34.560436,150.793052,WGS84,Eucalyptus pilularis,Eucalyptus pilularis,F,"Bark, habit, fruit on tree",3,1.62,0.516,2,2,1,2,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-1,1129,-34.566889,150.791194,WGS84,Eucalyptus eugenioides or globoidea,Eucalyptus eugenioides or globoidea,F,"Bark, habit",2,1.06,0.337,2,1,1,3,0,1,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-2,1130,-34.566906,150.791195,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",2-,0.45,0.143,1,2,3,0,0,N/A,T,F,F,F,F,sun,died off; epicormic regrowth,,
14/07/25,ALR,ALR_2,ALR-2-3,1131,-34.566911,150.79115,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",3,1.45,0.462,2,2,2,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-4,1132,-34.566948,150.79115,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",2-,0.38,0.121,2,1,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-5,1133,-34.566957,150.791141,WGS84,Eucalyptus eugenioides or globoidea,Eucalyptus eugenioides or globoidea,F,"Bark, habit",2-,0.6,0.191,2,2,2,2,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-6,1134,-34.567002,150.791161,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",3,2.06,0.656,3,3,3,0,0,N/A,T,F,F,T,F,sun,forked at ground level; main trunk died; epicormic regrowth,,
14/07/25,ALR,ALR_2,ALR-2-7,1135,-34.567064,150.791074,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit, fruit on tree",2,0.54,0.172,2,2,2,2,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-8,1136,-34.567036,150.791092,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit, fruit on tree",1,0.13,0.041,1,1,2,0,0,1,T,F,F,F,F,sun,marked with orange tape,,
14/07/25,ALR,ALR_2,ALR-2-9,1137,-34.567088,150.791128,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",2-,0.37,0.118,1,2,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-10,1138,-34.567067,150.791117,WGS84,N/A,N/A,F,"Bark, habit",3,N/A,0.980,N/A,N/A,N/A,N/A,N/A,N/A,F,T,F,F,F,sun,dead; fallen; stringybark seedlings growing inside hollowed out trunk,,
14/07/25,ALR,ALR_2,ALR-2-11,1139,-34.56709,150.791068,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,1.24,0.395,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,F,F,sun,dead,,
14/07/25,ALR,ALR_2,ALR-2-12,1140,-34.567102,150.791072,WGS84,N/A,Eucalyptus longifolia,T,"Bark, habit",1,0.12,0.038,2,1,0,0,0,2,T,F,F,F,F,sun,prob. longifolia,,
14/07/25,ALR,ALR_2,ALR-2-13,1141,-34.567019,150.791094,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,Leaves on tree,1,0.12,0.038,3,2,2,0,0,2,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-14,1142,-34.567012,150.791069,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",1+,0.24,0.076,2,1,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-15,1143,-34.567016,150.79103,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",2,0.8,0.255,3,3,2,1,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-16,1144,-34.567006,150.791003,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,1.08,0.344,2,1,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-17,1145,-34.566995,150.790984,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",1+,0.23,0.073,1,1,2,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-18,1146,-34.56699,150.790992,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,1.23,0.392,2,1,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-19,1147,-34.566981,150.79099,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",3,1.35,0.430,3,1,1,0,0,N/A,T,F,F,F,F,sun,dead mistletoe,,
14/07/25,ALR,ALR_2,ALR-2-20,1148,-34.566996,150.790976,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree",2,0.86,0.274,2,2,1,3,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-21,1149,-34.566956,150.790968,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,1.16,0.369,2,2,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-22,1150,-34.566923,150.791014,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,1.4,0.446,3,1,1,1,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-23,1151,-34.566875,150.791048,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,0.83,0.264,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,F,F,sun,dead; trunk snapped,,
14/07/25,ALR,ALR_2,ALR-2-24,1152,-34.566877,150.791038,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",2-,0.35,0.111,1,N/A,N/A,N/A,N/A,N/A,T,F,F,F,F,sun,"covered in climbers, obscuring most of tree (hence Nas)",,
14/07/25,ALR,ALR_2,ALR-2-25,1153,-34.56696,150.791061,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,0.86,0.274,3,3,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-26,1154,-34.566881,150.790996,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",2-,0.3,0.095,1,0,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-27,1155,-34.566895,150.790989,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree",1,N/A,0.020,2,0,1,2,0,N/A,T,F,F,F,F,sun,putting out flowerbuds,,
14/07/25,ALR,ALR_2,ALR-2-28,1156,-34.566865,150.79101,WGS84,Eucalyptus eugenioides or globoidea,Eucalyptus eugenioides or globoidea,F,"Bark, habit",2,0.59,0.188,N/A,N/A,N/A,N/A,N/A,N/A,F,T,F,F,F,sun,dead; fallen,,
14/07/25,ALR,ALR_2,ALR-2-29,1157,-34.566871,150.791062,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",1,0.16,0.051,2,2,1,0,0,1,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-30,1158,-34.566878,150.791063,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",1,0.15,0.048,1,1,2,0,0,1,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-31,1159,-34.566874,150.791068,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree",2,0.71,0.226,3,1,2,3,0,N/A,T,F,F,F,F,sun,pterostylis growing underneath,,
14/07/25,ALR,ALR_2,ALR-2-32,1160,-34.566834,150.791072,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree",2,0.95,0.302,3,2,1,3,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-33,1161,-34.566792,150.791012,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,0.87,0.277,3,3,3,0,0,N/A,T,F,F,F,F,sun,died off; epicormic regrowth,,
14/07/25,ALR,ALR_2,ALR-2-34,1162,-34.566736,150.790952,WGS84,N/A,Eucalyptus longifolia,T,"Bark, habit",1,N/A,0.005,2,0,0,0,0,1,T,F,F,F,F,sun,prob. longifolia,,
14/07/25,ALR,ALR_2,ALR-2-35,1163,-34.566719,150.790974,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,1.15,0.366,2,1,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-36,1164,-34.566704,150.79101,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,0.86,0.274,3,0,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-37,1165,-34.566707,150.79103,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,1.07,0.341,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,F,F,sun,dead,,
14/07/25,ALR,ALR_2,ALR-2-38,1166,-34.566709,150.791085,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,0.92,0.293,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,F,F,sun,dead,,
14/07/25,ALR,ALR_2,ALR-2-39,1167,-34.566721,150.791119,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit, fruit on tree",3,1.51,0.481,3,1,1,1,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-40,1168,-34.56669,150.791125,WGS84,Eucalyptus eugenioides or globoidea,Eucalyptus eugenioides or globoidea,F,Fallen bark,2,0.69,0.220,N/A,N/A,N/A,N/A,N/A,N/A,F,T,F,F,F,sun,dead; fallen,,
14/07/25,ALR,ALR_2,ALR-2-41,1169,-34.566718,150.791185,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree",2,0.71,0.226,3,2,1,3,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-42,1170,-34.566732,150.791198,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",1+,0.21,0.067,1,1,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-43,1171,-34.56672,150.791188,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,1.08,0.344,1,1,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-44,1172,-34.566739,150.791186,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",2,0.67,0.213,3,2,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-45,1173,-34.566796,150.791177,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",1+,0.26,0.083,1,3,3,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-46,1174,-34.566831,150.791165,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",2-,0.28,0.089,1,2,1,0,0,1,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-47,1175,-34.566827,150.791172,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",1,0.22,0.070,2,2,1,0,0,1,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-48,1176,-34.566858,150.791217,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",2,0.53,0.169,3,1,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-49,1177,-34.566949,150.791303,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree, leaves on tree",2,0.94,0.299,2,2,2,2,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-50,1178,-34.566946,150.791365,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree",2,1.13,0.360,2,2,1,3,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-51,1179,-34.56693,150.791378,WGS84,N/A,N/A,F,N/A,1,N/A,0.005,1,0,0,0,0,1,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-52,1180,-34.566867,150.791452,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",2-,0.31,0.099,2,1,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-53,1181,-34.566864,150.791457,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,1.05,0.334,2,1,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-54,1182,-34.566846,150.79145,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,0.85,0.271,3,2,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-55,1183,-34.566832,150.791458,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",2,0.34,0.108,1,2,3,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-56,1184,-34.56679,150.791414,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",1+,0.23,0.073,2,0,2,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-57,1185,-34.566738,150.791401,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,1.14,0.363,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,F,F,sun,dead; dead epicormic regrowth,,
14/07/25,ALR,ALR_2,ALR-2-58,1186,-34.566697,150.791317,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree",3,1.93,0.614,3,1,1,3,0,N/A,T,F,F,T,F,sun,forked near ground level,,
14/07/25,ALR,ALR_2,ALR-2-59,1187,-34.566685,150.791296,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree",3,N/A,0.380,2,2,N/A,3,0,N/A,T,T,F,F,F,sun,"very recently fallen; leaves still green; dieoff not yet commenced; listed here as alive, but probably will not be for long",,
14/07/25,ALR,ALR_2,ALR-2-60,1188,-34.566949,150.791305,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",1+,0.21,0.067,2,1,1,0,0,2,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-61,1189,-34.566956,150.79133,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",1,0.14,0.045,1,1,1,0,0,1,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-62,1190,-34.566972,150.791284,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,0.57,0.181,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,F,F,sun,dead,,
14/07/25,ALR,ALR_2,ALR-2-63,1191,-34.567001,150.791215,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree",2,1.65,0.525,2,1,1,2,0,N/A,T,F,F,T,F,sun,forked near ground level; 1 fork dead,,
14/07/25,ALR,ALR_2,ALR-2-64,1192,-34.567038,150.7913,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",3,2.34,0.745,2,1,0,0,1,N/A,T,F,F,T,F,sun,3-forked at ground level; 1 fork dead,,
14/07/25,ALR,ALR_2,ALR-2-65,1193,-34.56703,150.791327,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",2,1.3,0.414,3,1,1,0,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-66,1194,-34.56702,150.791244,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree",2,1.19,0.379,2,1,2,3,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-67,1195,-34.566973,150.791259,WGS84,Eucalyptus eugenioides or globoidea,Eucalyptus eugenioides or globoidea,F,"Bark, habit",2,2.1,0.668,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,T,F,sun,forked near ground level; died recently; small twigs persistent,,
14/07/25,ALR,ALR_2,ALR-2-68,1196,-34.567097,150.791213,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",2,0.58,0.185,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,F,F,sun,dead,,
14/07/25,ALR,ALR_2,ALR-2-69,1197,-34.567101,150.791202,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",1+,0.24,0.076,2,2,1,0,0,1,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-70,1198,-34.567085,150.79119,WGS84,Eucalyptus globoidea,Eucalyptus globoidea,F,"Bark, habit, fruit on tree",2,0.96,0.306,2,1,2,3,0,N/A,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-71,1199,-34.567096,150.791245,WGS84,Eucalyptus longifolia,Eucalyptus longifolia,F,"Bark, habit",1+,0.22,0.070,1,1,1,0,0,1,T,F,F,F,F,sun,,,
14/07/25,ALR,ALR_2,ALR-2-72,1200,-34.567093,150.791273,WGS84,Angophora floribunda,Angophora floribunda,F,"Bark, habit",2,0.53,0.169,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,F,F,sun,dead,,
15/07/25,RGR,RGR_3,RGR-3-1,1201,-34.567479,150.826796,WGS84,Eucalyptus tereticornis,Eucalyptus tereticornis,F,"Bark, habit, fruit on tree",2,1.01,0.321,2,0,1,2,0,N/A,T,F,F,F,F,cloud,,,
15/07/25,RGR,RGR_3,RGR-3-2,1202,-34.567466,150.826766,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2-,0.29,0.092,2,0,1,0,0,N/A,T,F,F,F,F,cloud,,,
15/07/25,RGR,RGR_3,RGR-3-3,1203,-34.567492,150.826791,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2,0.64,0.204,1,1,1,0,0,N/A,T,F,F,F,F,cloud,,,
15/07/25,RGR,RGR_3,RGR-3-4,1204,-34.567495,150.826819,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2-,0.37,0.118,2,0,0,0,0,N/A,T,F,F,F,F,cloud,,,
15/07/25,RGR,RGR_3,RGR-3-5,1205,-34.567492,150.826893,WGS84,Eucalyptus tereticornis,Eucalyptus tereticornis,F,"Bark, habit, fruit on tree",2,0.79,0.251,2,0,1,1,0,N/A,T,F,F,F,F,cloud,,,
15/07/25,RGR,RGR_3,RGR-3-6,1206,-34.567484,150.82689,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2,0.8,0.255,2,0,1,0,0,N/A,T,F,F,F,F,cloud,,,
15/07/25,RGR,RGR_3,RGR-3-7,1207,-34.567466,150.826906,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",1,0.19,0.060,1,2,1,0,0,N/A,T,F,F,F,F,cloud,growing across RGR-3-8,,
15/07/25,RGR,RGR_3,RGR-3-8,1208,-34.567461,150.826906,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",1+,0.24,0.076,2,1,1,0,0,N/A,T,F,F,F,F,cloud,growing across RGR-3-7,,
15/07/25,RGR,RGR_3,RGR-3-9,1209,-34.567463,150.826922,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",1+,0.23,0.073,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,F,F,cloud,dead; dead epicormic regrowth,,
15/07/25,RGR,RGR_3,RGR-3-10,1210,-34.567473,150.826946,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2-,0.27,0.086,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,F,F,cloud,dead,,
15/07/25,RGR,RGR_3,RGR-3-11,1211,-34.567462,150.826935,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",1+,0.2,0.064,1,1,1,0,0,N/A,T,F,F,F,F,cloud,,,
15/07/25,RGR,RGR_3,RGR-3-12,1212,-34.567429,150.826943,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2-,0.34,0.108,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,F,F,cloud,dead,,
15/07/25,RGR,RGR_3,RGR-3-13,1213,-34.567415,150.826948,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2,0.69,0.220,1,1,1,0,0,N/A,T,F,F,F,F,cloud,covered in climbers,,
15/07/25,RGR,RGR_3,RGR-3-14,1214,-34.567418,150.826945,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2,1.12,0.357,2,1,1,0,0,N/A,T,F,F,F,F,cloud,,,
15/07/25,RGR,RGR_3,RGR-3-15,1215,-34.567389,150.826979,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2-,0.32,0.102,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,F,F,cloud,covered in climbers; unclear if alive (presumed dead),,
15/07/25,RGR,RGR_3,RGR-3-16,1216,-34.567383,150.826997,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2,0.59,0.188,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,F,F,cloud,dead,,
15/07/25,RGR,RGR_3,RGR-3-17,1217,-34.567362,150.826961,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2,0.58,0.185,3,3,1,0,0,N/A,T,F,F,F,F,cloud,trunk snapped at ~2m; epicormic regrowth,,
15/07/25,RGR,RGR_3,RGR-3-18,1218,-34.567405,150.826918,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2,0.74,0.236,2,2,1,0,0,N/A,T,F,F,F,F,cloud,covered in climbers,,
15/07/25,RGR,RGR_3,RGR-3-19,1219,-34.567416,150.826859,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2,1.03,0.328,2,1,1,0,0,N/A,T,F,F,F,F,cloud,,,
15/07/25,RGR,RGR_3,RGR-3-20,1220,-34.567398,150.826861,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2,0.63,0.201,1,0,1,0,0,N/A,T,F,F,F,F,cloud,visibility obscured by privet,,
15/07/25,RGR,RGR_3,RGR-3-21,1221,-34.567413,150.826776,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2,0.64,0.204,N/A,N/A,N/A,N/A,N/A,N/A,F,F,F,F,F,cloud,dead,,
15/07/25,RGR,RGR_3,RGR-3-22,1222,-34.567489,150.826819,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2,0.76,0.242,1,0,1,0,0,N/A,T,F,F,F,F,cloud,,,
15/07/25,RGR,RGR_3,RGR-3-23,1223,-34.567512,150.826811,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2-,0.28,0.089,1,1,1,0,0,N/A,T,F,F,F,F,cloud,,,
15/07/25,RGR,RGR_3,RGR-3-24,1224,-34.567546,150.826827,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",2,1.35,0.430,2,0,1,0,0,N/A,T,F,F,F,F,cloud,,,
15/07/25,RGR,RGR_3,RGR-3-25,1225,-34.567579,150.826862,WGS84,Eucalyptus tereticornis,Eucalyptus tereticornis,F,"Bark, habit, fruit on tree",2,0.84,0.267,2,1,1,1,0,N/A,T,F,F,F,F,cloud,,,
15/07/25,RGR,RGR_3,RGR-3-26,1226,-34.567616,150.826945,WGS84,Eucalyptus tereticornis,Eucalyptus tereticornis,F,"Bark, habit, fruit on tree",3,2.89,0.920,2,2,1,3,0,N/A,T,F,F,F,F,cloud,"many fruit on tree and saplings beneath; #error in data entry: on physical sheet as stage 3, recorded here as stage \2",,
15/07/25,RGR,RGR_3,RGR-3-27,1227,-34.567619,150.826983,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",1,N/A,0.010,2,1,1,0,0,2,T,F,F,F,F,cloud,,,
15/07/25,RGR,RGR_3,RGR-3-28,1228,-34.567625,150.826976,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",1,0.09,0.029,2,0,0,0,0,1,T,F,F,F,F,cloud,,,
15/07/25,RGR,RGR_3,RGR-3-29,1229,-34.567647,150.826971,WGS84,Eucalyptus amplifolia or tereticornis,Eucalyptus amplifolia or tereticornis,F,"Bark, habit",1,0.1,0.032,3,1,0,0,0,2,T,F,F,F,F,cloud,covered in climbers,,
